shipment_id,order_id,created_ts,origin_city,dest_city,hub_type,carrier,vehicle_type,status,distance_km,package_weight_kg,package_volume_cm3,promised_days,delivery_days,shipping_cost_ars,on_time,customer_rating,incident,seller_type,service_level,payment_method
SHP142131780219,ORD57856676255,2025-12-05 05:45:00,Vicente López,Ituzaingó,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,29.55,1.889,3050,10,2.0,1342.24,1.0,4.4,NONE,PRO,STANDARD,CREDIT_CARD
SHP575881242993,ORD74407293314,2025-06-10 21:41:00,Ezeiza,Vicente López,FULFILLMENT,MOTOMENSAJERIA,VAN,DELIVERED,30.96,1.031,2733,3,2.0,1185.1,1.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP697484378324,ORD94608497739,2025-03-05 03:30:00,Tigre,Lomas de Zamora,FULFILLMENT,OCA,VAN,DELIVERED,36.49,1.56,2424,4,1.0,1608.48,1.0,4.9,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP089557136267,ORD81877378256,2025-09-12 13:41:00,CABA,Florencio Varela,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,34.07,1.282,3069,2,3.0,1123.17,0.0,2.8,DAMAGED,PRO,NEXT_DAY,CREDIT_CARD
SHP261253249281,ORD41519725503,2026-02-14 20:26:00,CABA,Ituzaingó,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,18.05,1.976,1639,1,2.0,1302.3,0.0,3.7,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP681362632376,ORD73739165851,2025-04-29 18:07:00,CABA,Pilar,FULFILLMENT,Flash,TRUCK,CREATED,99.29,0.883,6640,2,,2625.15,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP688966755272,ORD56663732594,2025-04-21 17:04:00,Quilmes,Lomas de Zamora,FULFILLMENT,Andreani,MOTO,OUT_FOR_DELIVERY,24.63,0.549,1900,2,,1373.93,,,NONE,PRO,NEXT_DAY,
SHP570915220743,ORD26584656209,2026-02-22 20:50:00,CABA,Ituzaingó,SORTING_CENTER,Flash,TRUCK,DELIVERED,26.86,1.622,2800,2,2.0,1348.06,1.0,3.6,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP280209016661,ORD45059243840,2025-07-10 11:57:00,CABA,La Plata,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,16.37,3.234,2526,1,1.0,1079.05,1.0,2.3,NONE,PRO,ECONOMY,TRANSFER
SHP379311520884,ORD03793709538,2026-02-16 01:48:00,La Plata,,FULFILLMENT,Flash,VAN,DELIVERED,7.74,1.339,8053,2,2.0,915.0,1.0,5.0,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP207261109079,ORD81971546437,2025-07-27 01:56:00,Escobar,Morón,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,17.18,1.486,3408,7,3.0,1023.59,1.0,3.9,NONE,PRO,STANDARD,CREDIT_CARD
SHP911123506530,ORD26205254381,2025-08-02 06:20:00,Florencio Varela,Berazategui,FULFILLMENT,Correo Argentino,VAN,DELIVERED,12.11,1.402,3032,2,2.0,976.66,1.0,4.4,NONE,PARTICULAR,ECONOMY,MERCADO_CREDITO
SHP558114834862,ORD19423069807,2025-04-02 02:59:00,San Isidro,Ituzaingó,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,75.38,1.308,718,4,3.0,2211.54,1.0,4.5,NONE,PARTICULAR,ECONOMY,DEBIT_CARD
SHP471461800050,ORD26250088627,2025-03-19 09:45:00,Hurlingham,Morón,FULFILLMENT,Mercado Envíos,TRUCK,OUT_FOR_DELIVERY,67.66,2.8,4401,3,,2353.9,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP540056886280,ORD77062360150,2025-01-06 23:30:00,Tigre,San Isidro,CROSS_DOCK,Mercado Envíos,VAN,IN_SORTING,28.86,1.236,1826,3,,1122.79,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP192336402077,ORD71606924076,2026-01-30 12:57:00,CABA,San Isidro,FULFILLMENT,Mercado Envíos,TRUCK,PICKED_UP,30.92,2.271,10148,10,,1223.33,,,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP352600530345,ORD36680845534,2025-02-15 19:53:00,Avellaneda,Merlo,FULFILLMENT,OCA,TRUCK,IN_TRANSIT,36.05,1.545,15568,2,,1387.16,,,NONE,PRO,SAME_DAY,TRANSFER
SHP881384995884,ORD38071468108,2025-10-03 13:13:00,CABA,Pilar,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,29.2,2.681,4009,3,2.0,1451.53,1.0,3.8,NONE,PRO,STANDARD,CREDIT_CARD
SHP871790002007,ORD51665591365,2026-02-24 04:37:00,LANÚS,Lomas de Zamora,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,24.75,4.051,4443,2,1.0,1487.19,1.0,4.3,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP532486987184,ORD92500549816,2025-04-23 00:30:00,Berazategui,Tigre,CROSS_DOCK,Flash,MOTO,RETURNED,30.2,1.514,2058,4,3.0,945.69,,,ADDRESS_ISSUE,PRO,STANDARD,DEBIT_CARD
SHP983170742042,ORD08251865024,2025-01-16 19:47:00,Lanús,Escobar,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,78.71,3.649,2406,2,2.0,2584.68,1.0,4.2,NONE,PRO,STANDARD,CREDIT_CARD
SHP886312928556,ORD62315971938,2025-09-08 20:22:00,Berazategui,San Isidro,CROSS_DOCK,Andreani,BIKE,IN_TRANSIT,16.89,1.288,1518,4,,1263.71,,,NONE,PRO,SAME_DAY,CASH
SHP722471314580,ORD57957807580,2025-09-10 01:11:00,Berazategui,Avellaneda,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,38.62,1.559,1909,10,3.0,1212.82,1.0,4.0,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP043248638087,ORD77302445357,2025-09-07 08:14:00,CABA,San Isidro,SORTING_CENTER,Andreani,VAN,DELIVERED,45.54,5.996,13700,2,1.0,2154.71,1.0,4.9,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP668645872364,ORD74292856601,2025-02-17 13:16:00,Florencio Varela,Hurlingham,FULFILLMENT,OCA,VAN,DELIVERED,46.36,1.86,4312,2,2.0,1668.89,1.0,3.3,NONE,PRO,STANDARD,CREDIT_CARD
SHP142927281712,ORD55377370358,2025-04-23 16:05:00,San Martín,La Plata,FULFILLMENT,Mercado Envíos,VAN,RETURNED,36.33,1.738,2565,4,2.0,1388.21,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP501099561179,ORD62837791998,2025-09-17 12:36:00,Pilar,Ezeiza,FULFILLMENT,OCA,MOTO,DELIVERED,21.91,1.082,1929,1,1.0,1145.44,1.0,4.7,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP673109836633,ORD58709814003,2025-06-25 01:58:00,Morón,San Martín,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,8.76,2.266,1618,3,3.0,1277.56,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP751143637723,ORD08069218562,2025-04-08 18:32:00,Lomas de Zamora,La Plata,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,25.81,0.505,1495,2,2.0,895.36,1.0,4.8,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP575166662531,ORD38679814997,2025-12-31 11:21:00,Morón,Quilmes,FULFILLMENT,Andreani,VAN,OUT_FOR_DELIVERY,84.75,0.92,14448,1,,2185.37,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP358537181813,ORD45836763783,2025-07-14 11:35:00,Avellaneda,Florencio Varela,CROSS_DOCK,Mercado Envíos,TRUCK,OUT_FOR_DELIVERY,51.26,0.639,12223,5,,1670.05,,,NONE,PRO,STANDARD,DEBIT_CARD
SHP134821797195,ORD51658708198,2026-02-16 00:36:00,CABA,Hurlingham,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,13.01,5.421,1844,2,1.0,1711.55,1.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP703109280846,ORD50611727319,2026-02-18 05:47:00,San Isidro ,San Miguel,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,34.38,3.445,5268,2,2.0,1586.87,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP102983370291,ORD08767502947,2025-10-12 02:39:00,San Miguel,Ituzaingó,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,15.61,0.62,4261,1,1.0,597.93,1.0,4.1,NONE,PRO,STANDARD,CASH
SHP346602356424,ORD33679708212,2025-05-29 02:42:00,San Isidro,Berazategui,SORTING_CENTER,Urbano,TRUCK,OUT_FOR_DELIVERY,73.93,0.78,11475,1,,1617.89,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP065204355916,ORD42331948109,2025-10-25 07:40:00,Lanús,Ezeiza,CROSS_DOCK,Urbano,TRUCK,IN_SORTING,26.15,2.413,4656,4,,1417.97,,,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP385087590811,ORD61467526346,2026-01-19 18:55:00,CABA,Pilar,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,100.74,1.82,11800,1,2.0,2566.62,0.0,5.0,NONE,PRO,STANDARD,TRANSFER
SHP097305341022,ORD83136100959,2025-11-02 23:18:00,,Hurlingham,CROSS_DOCK,Mercado Envíos,VAN,CANCELLED,57.7,0.971,3901,3,2.0,1701.34,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP425037624030,ORD45607932608,2025-12-11 10:31:00,Lomas de Zamora,Morón,DROP_OFF,Mercado Envíos,TRUCK,DELIVERED,70.17,1.837,6052,3,2.0,1964.25,1.0,4.7,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP522865534323,ORD17793367042,2026-01-17 04:11:00,CABA,Vicente López,FULFILLMENT,Andreani,MOTO,DELIVERED,19.75,1.675,10854,2,2.0,1280.16,1.0,3.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP495249760679,ORD07566027866,2025-01-03 23:37:00,CABA,La Plata,FULFILLMENT,OCA,MOTO,IN_TRANSIT,13.53,0.453,4068,1,,907.35,,,NONE,PRO,ECONOMY,CREDIT_CARD
SHP952624240494,ORD00946803132,2025-10-06 14:18:00,Escobar,La Plata,CROSS_DOCK,Mercado Envíos,BIKE,DELIVERED,43.61,1.681,2722,1,3.0,1543.77,0.0,4.3,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP130698008536,ORD88450105777,2025-12-29 01:09:00,CABA,San Martín,FULFILLMENT,Mercado Envíos,TRUCK,IN_TRANSIT,46.31,1.68,3868,3,,1758.82,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP390638456112,ORD30465522568,2025-09-18 15:54:00,Avellanadaa,Avellaneda,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,10.54,0.828,2205,1,1.0,489.89,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP448637191219,ORD33316863585,2025-08-11 10:46:00,Florencio Varela,Vicente López,SORTING_CENTER,OCA,VAN,DELIVERED,49.23,0.588,5269,3,2.0,1204.74,1.0,4.5,NONE,PARTICULAR,NEXT_DAY,CREDIT_CARD
SHP653763879997,ORD52582189447,2025-10-08 04:59:00,Capital Federal,San Isidro,DROP_OFF,OCA,VAN,DELIVERED,15.95,1.522,5114,2,2.0,844.05,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP213896977446,ORD29693743259,2025-10-18 15:13:00,Pilar,San Isidro,CROSS_DOCK,Mercado Envíos,MOTO,IN_TRANSIT,27.12,0.288,7166,7,,640.55,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP891151969282,ORD15210173495,2025-08-23 09:48:00,Tigre,Tigre,SORTING_CENTER,Mercado Envíos,BIKE,DELIVERED,17.24,1.264,3519,1,2.0,975.08,0.0,3.9,NONE,PRO,STANDARD,TRANSFER
SHP473114790126,ORD02244528119,2025-03-06 15:08:00,La Plata,San Isidro,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,3.54,0.647,1786,1,1.0,406.02,1.0,4.7,NONE,PRO,ECONOMY,TRANSFER
SHP657370780164,ORD07725793573,2025-07-26 14:49:00,Lanús,Tigre,FULFILLMENT,Mercado Envíos,BIKE,IN_TRANSIT,33.05,1.773,9700,2,,1169.51,,,NONE,PRO,NEXT_DAY,CASH
SHP415223163909,ORD08165928515,2025-10-22 23:43:00,Hurlingham,La Plata,FULFILLMENT,Urbano,TRUCK,OUT_FOR_DELIVERY,43.94,2.576,2502,3,,1713.23,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP981628280179,ORD42308329603,2025-08-04 08:49:00,lanus,San Miguel,FULFILLMENT,Mercado Envíos,VAN,PICKED_UP,51.84,2.526,1767,2,,1896.7,,,NONE,PARTICULAR,NEXT_DAY,DEBIT_CARD
SHP231573335523,ORD40515417439,2026-01-14 20:13:00,AvellanEda,Ezeiza,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,29.5,1.153,4305,5,4.0,1229.79,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP661860805832,ORD23913191570,2025-04-21 18:51:00,Quilmes,Escobar,SORTING_CENTER,Mercado Envíos,VAN,IN_TRANSIT,28.99,1.114,2557,2,,1052.11,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP086354643042,ORD05621153157,2025-10-01 01:33:00,San Martín,Ezeiza,DROP_OFF,Urbano,VAN,DELIVERED,131.59,1.585,3175,7,4.0,3329.38,1.0,3.4,NONE,PRO,STANDARD,CASH
SHP745552298089,ORD01200898432,2025-10-08 08:44:00,Lanús, Lanús,FULFILLMENT,Andreani,VAN,DELIVERED,152.98,0.915,1533,4,4.0,3405.32,1.0,4.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP342730502204,ORD62802156731,2025-12-22 17:01:00,AvellanEda,San Isidro,SORTING_CENTER,Correo Argentino,VAN,IN_TRANSIT,10.01,1.502,2083,7,,1108.44,,,NONE,PRO,ECONOMY,CREDIT_CARD
SHP341122560868,ORD75285343681,2026-01-20 19:34:00,Quilmes,Vicente López,FULFILLMENT,Correo Argentino,TRUCK,DELIVERED,20.26,1.135,22608,2,2.0,1224.22,1.0,4.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP806540699743,ORD08884902481,2025-05-17 21:38:00,Quilmes,Pilar,FULFILLMENT,OCA,MOTO,DELIVERED,18.67,1.563,3299,1,1.0,931.97,1.0,4.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP492187764858,ORD78306642783,2025-06-18 18:15:00,Lanús, Pilar,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,78.39,2.0,4220,7,1.0,2191.68,1.0,3.7,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP039844504301,ORD74611642737,2025-12-17 07:44:00,San Martín,Quilmes,CROSS_DOCK,Correo Argentino,VAN,DELIVERED,73.03,1.159,1701,2,3.0,2239.46,0.0,4.6,NONE,PRO,STANDARD,DEBIT_CARD
SHP065513594060,ORD59522550914,2025-10-05 13:23:00,Morón,Lanús,CROSS_DOCK,Andreani,MOTO,DELIVERED,3.45,1.918,2850,1,2.0,744.47,0.0,5.0,NONE,PRO,STANDARD,TRANSFER
SHP546394325657,ORD60718210670,2025-08-18 23:35:00,,La Plata,FULFILLMENT,Andreani,BIKE,DELIVERED,58.08,1.138,3739,1,4.0,1933.31,0.0,3.4,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP282995475241,ORD76199470584,2025-07-13 14:25:00,Quilmes,Morón,FULFILLMENT,Urbano,TRUCK,CANCELLED,12.48,0.627,7158,1,1.0,903.33,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP062523365771,ORD89366649814,2025-06-22 02:37:00,La Plata,San Isidro,SORTING_CENTER,Andreani,VAN,DELIVERED,37.52,1.696,1989,2,2.0,1461.89,1.0,5.0,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP762771673433,ORD47360592911,2025-10-03 17:09:00,San Martín,Ituzaingó,DROP_OFF,Mercado Envíos,MOTO,DELIVERED,33.56,0.607,1631,4,5.0,1060.23,0.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP298538027077,ORD96950322849,2026-01-12 16:39:00,Quilmes,La Plata,FULFILLMENT,MOTOMENSAJERIA,TRUCK,DELIVERED,9.83,1.482,2282,1,2.0,1106.28,0.0,4.9,NONE,PARTICULAR,NEXT_DAY,MERCADO_CREDITO
SHP103452863775,ORD98616180226,2025-08-03 06:21:00,Hurlingham,San Martín ,FULFILLMENT,Mercado Envíos,TRUCK,IN_SORTING,31.78,3.706,1552,1,,1730.59,,,NONE,PRO,STANDARD,CASH
SHP944767370487,ORD22537022511,2025-05-20 03:54:00,Lomas de Zamora,Avellaneda,FULFILLMENT,Mercado Envíos,VAN,RETURNED,36.65,3.814,1963,2,2.0,1492.35,,,ADDRESS_ISSUE,PRO,STANDARD,CREDIT_CARD
SHP791241893423,ORD30180161576,2025-07-21 16:45:00,Tigre,San Isidro,DROP_OFF,Flash,VAN,OUT_FOR_DELIVERY,86.97,1.243,1680,2,,2134.94,,,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP174223914644,ORD64717265810,2026-01-15 17:06:00,San Martín,La Plata,CROSS_DOCK,OCA,VAN,CANCELLED,19.03,2.318,3031,2,1.0,1192.03,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP414241922934,ORD85221618656,2025-03-05 19:35:00,Ituzaingó,Escobar,FULFILLMENT,Mercado Envíos,VAN,IN_TRANSIT,39.66,0.84,3369,3,,1406.7,,,NONE,PARTICULAR,STANDARD,CASH
SHP141243907749,ORD39045274504,2025-06-09 18:35:00,CABA,Quilmes,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,36.39,1.484,3307,7,1.0,1498.23,1.0,4.3,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP507049251731,ORD80832012228,2025-03-03 13:11:00,Lomas de Zamora,Ituzaingó,CROSS_DOCK,Correo Argentino,TRUCK,CREATED,76.2,1.69,10444,1,,2082.75,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP568358402683,ORD65221515600,2025-05-13 08:43:00,Lanús,Vicente López,SORTING_CENTER,Mercado Envíos,TRUCK,OUT_FOR_DELIVERY,60.49,0.727,3776,1,,1939.72,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP644873787481,ORD45685408323,2025-04-30 07:46:00,Lomas de Zamora,Tigre,DROP_OFF,Mercado Envíos,BIKE,DELIVERED,136.57,2.686,4639,1,3.0,3288.67,0.0,4.4,NONE,PRO,STANDARD,CREDIT_CARD
SHP508735349512,ORD24563452722,2025-10-27 17:51:00,Capital Federal,San Miguel,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,12.22,2.693,4889,1,2.0,1198.48,0.0,5.0,NONE,PRO,NEXT_DAY,TRANSFER
SHP450537278028,ORD57251723248,2025-06-06 08:18:00,San Martin ,Vicente López,DROP_OFF,Flash,VAN,DELIVERED,75.2,1.028,8596,3,4.0,1948.46,0.0,2.7,NONE,PRO,STANDARD,CREDIT_CARD
SHP535167587127,ORD36783213567,2025-10-16 13:24:00,Avellaneda,San Isidro,CROSS_DOCK,Correo Argentino,TRUCK,DELIVERED,14.47,2.13,5409,1,2.0,1427.62,0.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP527128426373,ORD46844479639,2025-12-09 02:46:00,Florencio Varela,Berazategui,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,87.8,1.143,2828,2,2.0,2615.63,1.0,3.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP945806432192,ORD04713877892,2025-12-22 13:51:00,San Isidro,Florencio Varela,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,35.35,4.549,1613,2,2.0,2310.52,1.0,5.0,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP490055667604,ORD57732145704,2025-01-13 05:37:00,Florencio Varela,Escobar,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,49.2,3.181,2147,1,1.0,1905.19,1.0,3.7,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP936106601551,ORD03517484993,2025-11-02 06:26:00,Avellaneda,Vicente López,FULFILLMENT,Mercado Envíos,TRUCK,IN_SORTING,37.64,0.521,1174,1,,1339.77,,,NONE,PRO,SAME_DAY,DEBIT_CARD
SHP507620045620,ORD71850353216,2026-01-21 22:32:00,Ituzaingó,Tigre,CROSS_DOCK,Mercado Envíos,MOTO,IN_TRANSIT,30.31,0.618,2920,1,,1385.39,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP005181497768,ORD54432357627,2026-02-16 03:57:00,Quilmes,Escobar,DROP_OFF,Mercado Envíos,MOTO,DELIVERED,50.46,2.005,8180,2,2.0,1546.93,1.0,4.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP755820576112,ORD97989354104,2025-08-16 15:46:00,Avellaneda,Escobar,CROSS_DOCK,Correo Argentino,MOTO,IN_TRANSIT,57.47,3.714,3522,1,,2108.33,,,NONE,PRO,ECONOMY,CREDIT_CARD
SHP936397536365,ORD62158024055,2025-10-01 07:01:00,Quilmes,Tigre,FULFILLMENT,Andreani,TRUCK,DELIVERED,27.43,0.6,2707,2,2.0,1235.32,1.0,4.5,NONE,PRO,STANDARD,DEBIT_CARD
SHP722644756706,ORD74352602781,2025-08-19 12:04:00,Tigre,Quilmes,FULFILLMENT,OCA,TRUCK,CANCELLED,15.84,2.519,2817,2,2.0,1206.63,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP406758575202,ORD06971767690,2025-03-07 13:02:00,CABA,San Miguel,DROP_OFF,Mercado Envíos,VAN,DELIVERED,23.25,1.095,2381,2,2.0,708.57,1.0,4.5,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP520340459695,ORD56327180186,2025-08-16 01:51:00,Ezeiza,Florencio Varela,CROSS_DOCK,Correo Argentino,MOTO,DELIVERED,54.44,1.062,3996,4,3.0,1763.56,1.0,4.4,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP273273531162,ORD26217328806,2025-05-25 01:14:00,Quilmes,La Plata,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,45.11,0.556,2463,1,1.0,1363.98,1.0,3.4,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP412135449729,ORD08543557086,2025-06-10 18:34:00,CABA,Ezeiza,FULFILLMENT,Andreani,VAN,DELIVERED,32.12,3.361,1743,2,2.0,1604.32,1.0,5.0,NONE,PRO,NEXT_DAY,TRANSFER
SHP406343265466,ORD12347277475,2025-12-21 19:08:00,Avellaneda,La Plata,DROP_OFF,Mercado Envíos,VAN,IN_TRANSIT,53.57,1.133,4561,2,,1382.88,,,NONE,PARTICULAR,ECONOMY,MERCADO_CREDITO
SHP769265999587,ORD18767487053,2025-10-16 04:49:00,Quilmes,Berazategui,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,12.82,0.227,3969,4,3.0,837.89,1.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP259572332235,ORD56560754507,2025-12-18 15:50:00,La Plata,San Isidro,FULFILLMENT,Mercado Envíos,TRUCK,CANCELLED,48.28,1.39,5688,7,2.0,1502.08,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP084559267247,ORD75860143738,2025-03-25 17:39:00,Hurlingham,San Martín,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,19.43,1.868,,2,2.0,1249.96,1.0,3.3,NONE,PRO,STANDARD,CREDIT_CARD
SHP096492438931,ORD35735156127,2026-02-18 12:36:00,Ezeiza,Merlo,FULFILLMENT,Mercado Envíos,TRUCK,CREATED,80.17,1.476,3449,7,,2167.16,,,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP953598354457,ORD03891571219,2025-01-22 12:53:00,San Martín,San Miguel,CROSS_DOCK,Correo Argentino,VAN,RETURNED,56.68,1.618,5822,4,3.0,1989.98,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP547558816304,ORD45284616600,2025-05-05 08:43:00,Vicente López,Avellaneda,FULFILLMENT,Mercado Envíos,TRUCK,IN_SORTING,40.82,1.992,666,3,,1864.63,,,NONE,PARTICULAR,ECONOMY,MERCADO_CREDITO
SHP874245827586,ORD31797789006,2025-06-30 04:29:00,Escobar,San Martín,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,8.99,0.427,3432,4,2.0,603.28,1.0,,NONE,PRO,NEXT_DAY,CASH
SHP362717846343,ORD53915237790,2025-02-13 22:38:00,Lanús,Florencio Varela,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,60.89,243.187,1133,3,2.0,1688.2,1.0,,NONE,PRO,STANDARD,TRANSFER
SHP408145692663,ORD37836441650,2025-11-27 14:23:00,CABA,Merlo,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,29.92,2.894,1200,5,1.0,1620.14,1.0,5.0,NONE,PARTICULAR,SAME_DAY,DEBIT_CARD
SHP971197724162,ORD60513209564,2026-01-05 07:26:00,Florencio Varela ,Tigre,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,25.09,1.064,2439,1,1.0,1739.05,1.0,3.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP657681879112,ORD39009749685,2026-02-22 07:06:00,Ituzaingó,Lanús,FULFILLMENT,Correo Argentino,VAN,OUT_FOR_DELIVERY,37.42,3.008,6817,1,,1706.16,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP249730073180,ORD69469212669,2025-10-11 22:53:00,San Martín,Ezeiza,FULFILLMENT,Mercado Envíos,AIR,IN_SORTING,45.52,0.967,4580,2,,1432.77,,,NONE,PRO,NEXT_DAY,CASH
SHP257519664610,ORD32412779249,2026-02-23 04:03:00,Quilmes,La Plata,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,70.67,1.276,2308,2,2.0,1907.53,1.0,2.5,NONE,PARTICULAR,NEXT_DAY,CREDIT_CARD
SHP296477215120,ORD29030167267,2025-09-22 04:54:00,Avellaneda,Ituzaingó,DROP_OFF,Correo Argentino,TRUCK,PICKED_UP,58.61,0.458,2676,2,,1684.2,,,NONE,PARTICULAR,SAME_DAY,CREDIT_CARD
SHP656699842713,ORD99115086771,2025-12-29 21:31:00,Pilar,Pilar,FULFILLMENT,OCA,MOTO,DELIVERED,9.38,0.841,4609,2,2.0,1057.05,1.0,5.0,NONE,PRO,STANDARD,CASH
SHP056147515447,ORD57951786915,2025-10-05 01:49:00,CABA,Pilar,FULFILLMENT,Andreani,TRUCK,PICKED_UP,31.79,0.793,1345,1,,1448.98,,,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP799469297295,ORD58731827334,2025-08-05 08:00:00, Hurlingham,San Miguel,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,35.05,1.114,8533,2,1.0,1304.51,1.0,5.0,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP314694552942,ORD64657403184,2025-03-26 19:25:00,Quilmes,Ituzaingó,DROP_OFF,Urbano,TRUCK,IN_SORTING,60.7,2.934,2511,5,,1751.43,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP691389664937,ORD11259866948,2025-10-08 03:42:00,Morón,Morón,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,30.61,0.734,4661,1,2.0,1298.49,0.0,5.0,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP083274638331,ORD84998171347,2025-12-03 07:00:00,Avellanadaa,Ituzaingó,FULFILLMENT,Correo Argentino,VAN,DELIVERED,75.31,1.232,2600,5,2.0,2063.25,1.0,4.0,NONE,PRO,STANDARD,MERCADO_CREDITO
